N,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,seed,completion,error,original_total_s,replay_delta_s,distribution
14,9618.470929,8001.43602,2255.0,1617.034908999999,0.16811766869561218,7363.470928999999,14,11,True,False,False,36,36,98,95,14,14,7293.470928999999,1900.0,349.0,76.0,1407.034908999999,180.0,30.0,0.0,3618.470928999999,1617.034908999999,0.0,186,78,3,0,0,1245001617,True,,9618.470929,0.0,edge
10,8972.703097,2345.506551,1351.826809,6627.196545999999,0.7385953234333348,7620.8762879999995,10,10,True,True,False,250,250,110,110,10,10,6849.703097,1750.0,320.0,53.0,5152.196545999999,1250.0,225.0,0.0,2972.7030969999996,2972.7030969999996,0.0,310,110,0,0,0,1245001618,True,,8972.703097,0.0,cluster
11,10102.539344,9322.524388,7885.174958,780.0149560000009,0.07720979146329775,2217.364386000001,8,1,False,False,False,18,18,147,133,11,11,6939.539344000001,2615.0,493.0,55.0,674.0149560000009,90.0,16.0,0.0,4102.539344000001,780.0149560000009,0.0,279,108,10,0,3,1245001619,True,,10102.539344,0.0,outward
15,13189.764028,13189.764028,3209.0,0.0,0.0,9980.764028,15,9,True,False,False,0,0,143,140,15,15,9960.764028,2120.0,389.0,720.0,0,0,0,0,7189.764028,0.0,0.0,155,75,6,215,0,1245001620,True,,13189.764028,0.0,area
16,6273.495715,6273.495715,3593.570265,0.0,0.0,2679.92545,16,15,True,False,False,0,0,2,2,16,16,4790.495715,1095.0,203.0,185.0,0,0,0,0,273.495715,0.0,0.0,48,0,1,30,0,1245001621,True,,6273.495715,0.0,edge
14,8099.392872,1840.996306,731.0,6258.396566,0.772699468331211,7368.392872,14,14,True,True,False,162,162,54,54,14,14,6684.392872,1145.0,200.0,70.0,5312.396566,810.0,136.0,0.0,2099.3928720000004,2099.3928720000004,0.0,186,54,0,0,0,1245001622,True,,8099.392872,0.0,cluster
10,10593.077442,10593.077442,5046.119234,0.0,0.0,5546.958208,10,8,True,False,False,0,0,135,135,10,10,7602.077442,2265.0,421.0,305.0,0,0,0,0,4593.077442,0.0,0.0,310,110,2,85,0,1245001623,True,,10593.077442,0.0,outward
11,9513.926076,9513.926076,3799.088109,0.0,0.0,5714.8379669999995,11,7,True,False,False,0,0,100,98,11,11,7042.926076,2035.0,378.0,58.0,0,0,0,0,3513.9260759999997,0.0,0.0,279,90,4,0,0,1245001624,True,,9513.926076,0.0,area
16,11847.088004,11847.088004,8343.748958,0.0,0.0,3503.339045999999,14,6,False,False,False,0,0,109,103,16,16,8656.088004,2305.0,428.0,458.0,0,0,0,0,5847.088003999999,0.0,0.0,110,32,10,122,2,1245001625,True,,11847.088004,0.0,edge
13,13181.756144,13181.756144,689.0,0.0,0.0,12492.756144,13,8,True,False,False,0,0,159,159,13,13,9641.756144,2190.0,397.0,953.0,0,0,0,0,7181.756144000001,0.0,0.0,217,84,5,295,0,1245001626,True,,13181.756144,0.0,cluster
12,9629.511003,7834.622086,5355.404139,1794.8889169999993,0.18639460679164452,4274.106863999999,12,6,True,False,False,48,48,110,104,12,12,6972.511003,2190.0,407.0,60.0,1512.8889169999993,240.0,42.0,0.0,3629.5110029999996,1794.8889169999993,0.0,248,96,6,0,0,1245001627,True,,9629.511003,0.0,outward
10,9508.06577,6238.020572,1596.0,3270.045197999999,0.34392328335776745,7912.065769999999,10,8,True,False,False,120,120,131,130,10,10,7171.065769999999,1930.0,357.0,50.0,2562.045197999999,600.0,108.0,0.0,3508.0657699999992,3270.045197999999,0.0,310,130,2,0,0,1245001628,True,,9508.06577,0.0,area
13,10385.076592,9997.941634,7836.853073,387.13495799999873,0.03727800701038862,2548.223518999999,10,7,False,False,False,7,7,110,102,13,13,7830.076591999999,2100.0,390.0,65.0,346.13495799999873,35.0,6.0,0.0,4385.076591999999,387.13495799999873,0.0,217,84,6,0,3,1245001629,True,,10385.076592,0.0,edge
16,1994.483748,1994.483748,1276.154596,0.0,0.0,718.329152,16,16,True,True,False,0,0,0,0,16,16,1496.483748,315.0,58.0,125.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245001630,True,,1994.483748,0.0,cluster
11,11409.033499,11409.033499,8288.088886,0.0,0.0,3120.9446129999997,8,6,False,False,False,0,0,150,144,11,11,8036.033498999999,2425.0,452.0,496.0,0,0,0,0,5409.033498999999,0.0,0.0,279,117,5,147,3,1245001631,True,,11409.033499,0.0,outward
10,10267.528678,10267.528678,5422.636088,0.0,0.0,4844.89259,10,8,True,False,False,0,0,135,135,10,10,7684.528678000001,2130.0,394.0,59.0,0,0,0,0,4267.528678000001,0.0,0.0,310,120,2,3,0,1245001632,True,,10267.528678,0.0,area
16,8796.776488,8796.776488,8245.1244,0.0,0.0,551.6520879999989,14,10,False,False,False,0,0,77,70,16,16,6478.7764879999995,1870.0,347.0,101.0,0,0,0,0,2796.7764879999995,0.0,0.0,101,33,6,4,2,1245001633,True,,8796.776488,0.0,edge
15,7564.300456,1433.716775,659.687588,6130.583681,0.8104627409580517,6904.612868,15,15,True,True,False,135,135,35,35,15,15,6329.300456,990.0,167.0,78.0,5347.583681,675.0,108.0,0.0,1564.300456,1564.300456,0.0,155,35,0,0,0,1245001634,True,,7564.300456,0.0,cluster
10,10316.51803,10316.51803,8613.652257,0.0,0.0,1702.8657729999995,8,6,False,False,False,0,0,153,147,10,10,7339.518029999999,2465.0,462.0,50.0,0,0,0,0,4316.518029999999,0.0,0.0,310,120,4,0,2,1245001635,True,,10316.51803,0.0,outward
11,9703.333861,9703.333861,1062.0,0.0,0.0,8641.333861,11,8,True,False,False,0,0,96,96,11,11,7493.333860999999,1820.0,335.0,55.0,0,0,0,0,3703.333860999999,0.0,0.0,279,96,3,0,0,1245001636,True,,9703.333861,0.0,area
11,10766.795344,10766.795344,6459.873586,0.0,0.0,4306.921758,10,7,False,False,False,0,0,141,135,11,11,7897.795344,2290.0,425.0,154.0,0,0,0,0,4766.795344,0.0,0.0,279,108,4,33,1,1245001637,True,,10766.795344,0.0,edge
15,9697.840473,9697.840473,1857.179001,0.0,0.0,7840.661472,15,12,True,False,False,0,0,103,102,15,15,7798.840473,1470.0,258.0,171.0,0,0,0,0,3697.840473,0.0,0.0,155,60,3,31,0,1245001638,True,,9697.840473,0.0,cluster
13,9561.380611,9296.410298,7795.059084,264.9703129999998,0.027712557817765528,1766.321527,10,7,False,False,False,7,7,119,108,13,13,6902.3806110000005,2175.0,404.0,80.0,223.9703129999998,35.0,6.0,0.0,3561.3806110000005,264.9703129999998,0.0,217,91,6,3,3,1245001639,True,,9561.380611,0.0,outward
13,9389.595148,7929.229361,1674.834438,1460.3657870000006,0.15553021871353645,7714.7607100000005,13,10,True,False,False,42,42,109,105,13,13,7044.595148,1925.0,355.0,65.0,1214.3657870000006,210.0,36.0,0.0,3389.5951480000003,1460.3657870000006,0.0,217,91,3,0,0,1245001640,True,,9389.595148,0.0,area
13,12757.517016,12757.517016,9175.427829,0.0,0.0,3582.0891869999996,12,7,False,False,False,0,0,136,130,13,13,9361.517016,2355.0,436.0,605.0,0,0,0,0,6757.517016,0.0,0.0,217,84,6,179,1,1245001641,True,,12757.517016,0.0,edge
11,8698.286789,8698.286789,1317.511723,0.0,0.0,7380.775066,11,10,True,False,False,0,0,81,81,11,11,6796.286789,1565.0,282.0,55.0,0,0,0,0,2698.2867889999998,0.0,0.0,279,81,1,0,0,1245001642,True,,8698.286789,0.0,cluster
15,10155.894752,10155.894752,7160.77768,0.0,0.0,2995.117072,14,10,False,False,False,0,0,76,72,15,15,7726.894752,1985.0,369.0,75.0,0,0,0,0,4155.894752,0.0,0.0,155,55,5,0,1,1245001643,True,,10155.894752,0.0,outward
16,9923.052906,9923.052906,7588.341169,0.0,0.0,2334.7117370000005,14,10,False,False,False,0,0,59,55,16,16,7528.052906000001,1520.0,276.0,599.0,0,0,0,0,3923.052906000001,0.0,0.0,100,24,6,173,2,1245001644,True,,9923.052906,0.0,area
16,9145.59963,9145.59963,8872.268144,0.0,0.0,273.33148600000095,15,13,False,False,False,0,0,66,62,16,16,7038.599630000001,1690.0,310.0,107.0,0,0,0,0,3145.5996300000006,0.0,0.0,113,41,3,1,1,1245001645,True,,9145.59963,0.0,edge
13,10836.570052,10836.570052,1055.0,0.0,0.0,9781.570052,13,12,True,False,False,0,0,91,91,13,13,8226.570052,1790.0,326.0,494.0,0,0,0,0,4836.570051999999,0.0,0.0,217,91,1,140,0,1245001646,True,,10836.570052,0.0,cluster
16,8563.167174,8563.167174,5298.774147,0.0,0.0,3264.393027,16,10,True,False,False,0,0,14,14,16,16,6121.167174,1675.0,309.0,458.0,0,0,0,0,2563.167174,0.0,0.0,72,0,6,126,0,1245001647,True,,8563.167174,0.0,outward
14,9304.254184,5418.332398,4981.851607,3885.921786,0.4176500028000525,4322.402577,14,14,True,True,False,96,96,78,78,14,14,7391.254183999999,1555.0,282.0,76.0,3324.921786,480.0,81.0,0.0,3304.2541839999994,3304.2541839999994,0.0,186,78,0,0,0,1245001648,True,,9304.254184,0.0,area
10,10359.468708,10359.468708,7624.153275,0.0,0.0,2735.3154330000007,9,3,False,False,False,0,0,159,153,10,10,7234.468708,2575.0,485.0,65.0,0,0,0,0,4359.468708,0.0,0.0,310,120,7,3,1,1245001649,True,,10359.468708,0.0,edge
15,10245.40011,10245.40011,4711.003633,0.0,0.0,5534.396477,15,13,True,False,False,0,0,95,94,15,15,8039.4001100000005,1740.0,316.0,150.0,0,0,0,0,4245.4001100000005,0.0,0.0,155,65,2,24,0,1245001650,True,,10245.40011,0.0,cluster
12,9331.077418,8386.728328,7269.264275,944.3490900000015,0.10120472135171835,2061.8131430000003,11,8,False,False,False,32,32,118,111,12,12,6637.077418000001,2205.0,411.0,78.0,756.3490900000015,160.0,28.0,0.0,3331.0774180000008,944.3490900000015,0.0,248,96,4,0,1,1245001651,True,,9331.077418,0.0,outward
14,11055.054369,11055.054369,7799.903287,0.0,0.0,3255.1510819999994,11,9,False,False,False,0,0,132,122,14,14,8250.054369,1990.0,367.0,448.0,0,0,0,0,5055.0543689999995,0.0,0.0,186,78,5,126,3,1245001652,True,,11055.054369,0.0,area
10,10547.627314,10547.627314,8515.388285,0.0,0.0,2032.2390289999985,9,5,False,False,False,0,0,159,156,10,10,7557.627313999999,2435.0,454.0,101.0,0,0,0,0,4547.627313999999,0.0,0.0,310,130,5,16,1,1245001653,True,,10547.627314,0.0,edge
12,8328.137704,1470.43804,113.0,6857.699664000001,0.8234373527116693,8215.137704,12,12,True,True,False,216,216,72,72,12,12,6565.137704000001,1445.0,258.0,60.0,5588.699664000001,1080.0,189.0,0.0,2328.1377040000007,2328.1377040000007,0.0,248,72,0,0,0,1245001654,True,,8328.137704,0.0,cluster
10,9509.861076,9509.861076,9012.416458,0.0,0.0,497.44461799999954,9,5,False,False,False,0,0,140,133,10,10,6496.861075999999,2495.0,468.0,50.0,0,0,0,0,3509.8610759999992,0.0,0.0,310,113,5,0,1,1245001655,True,,9509.861076,0.0,outward
13,13468.972625,13468.972625,8118.843424,0.0,0.0,5350.129201000001,12,8,False,False,False,0,0,140,138,13,13,9963.972625,2085.0,380.0,1040.0,0,0,0,0,7468.972625,0.0,0.0,217,83,5,323,1,1245001656,True,,13468.972625,0.0,area
13,9779.084252,8011.176261,3901.978245,1767.907991000001,0.18078461596630907,5877.106007,13,8,True,False,False,35,35,102,99,13,13,7404.084252000001,1945.0,359.0,71.0,1562.907991000001,175.0,30.0,0.0,3779.0842520000006,1767.907991000001,0.0,217,91,5,0,0,1245001657,True,,9779.084252,0.0,edge
11,8474.7458,1880.536642,714.776934,6594.209158000001,0.7781011151980511,7759.968866000001,11,11,True,True,False,234,234,90,90,11,11,6577.745800000001,1560.0,282.0,55.0,5216.209158000001,1170.0,208.0,0.0,2474.7458000000006,2474.7458000000006,0.0,279,90,0,0,0,1245001658,True,,8474.7458,0.0,cluster
10,10584.078931,9919.456741,8631.90157,664.62219,0.06279452320157683,1952.177361,6,5,False,False,False,20,20,178,169,10,10,7583.078931,2485.0,466.0,50.0,546.62219,100.0,18.0,0.0,4584.078931,664.62219,0.0,310,140,5,0,4,1245001659,True,,10584.078931,0.0,outward
13,9872.408397,9872.408397,7916.61223,0.0,0.0,1955.7961669999995,11,6,False,False,False,0,0,132,120,13,13,7301.408396999999,2105.0,392.0,74.0,0,0,0,0,3872.4083969999992,0.0,0.0,217,84,7,1,2,1245001660,True,,9872.408397,0.0,area
15,8959.122965,7121.342094,1367.0,1837.7808710000008,0.20512955098166807,7592.1229650000005,15,13,True,False,False,30,30,45,45,15,15,7063.1229650000005,1535.0,277.0,84.0,1663.7808710000008,150.0,24.0,0.0,2959.1229650000005,1837.7808710000008,0.0,155,45,2,0,0,1245001661,True,,8959.122965,0.0,edge
10,9557.914483,7205.52738,1159.811601,2352.387103,0.2461192875479298,8398.102882000001,10,4,True,False,False,80,80,127,123,10,10,6876.9144830000005,2215.0,413.0,53.0,1879.387103,400.0,73.0,0.0,3557.9144830000005,2352.387103,0.0,310,111,6,0,0,1245001662,True,,9557.914483,0.0,cluster
13,10362.738518,10362.738518,3237.649324,0.0,0.0,7125.089194,13,7,True,False,False,0,0,104,94,13,13,7766.738518,2135.0,396.0,65.0,0,0,0,0,4362.738518,0.0,0.0,217,77,6,0,0,1245001663,True,,10362.738518,0.0,outward
12,10023.846065,10023.846065,5517.59999,0.0,0.0,4506.246075,12,11,True,False,False,0,0,118,117,12,12,7609.846065,1985.0,366.0,63.0,0,0,0,0,4023.8460649999997,0.0,0.0,248,104,1,0,0,1245001664,True,,10023.846065,0.0,area
14,11913.818475,11913.818475,9436.499321,0.0,0.0,2477.3191540000007,9,3,False,False,False,0,0,150,136,14,14,8499.818475,2575.0,484.0,355.0,0,0,0,0,5913.818475,0.0,0.0,186,72,11,95,5,1245001665,True,,11913.818475,0.0,edge
13,9684.817721,9684.817721,1055.0,0.0,0.0,8629.817721,13,12,True,False,False,0,0,94,92,13,13,7707.817720999999,1610.0,293.0,74.0,0,0,0,0,3684.8177209999994,0.0,0.0,217,84,1,0,0,1245001666,True,,9684.817721,0.0,cluster
12,9323.643038,9057.474602,7817.446558,266.16843599999993,0.02854768623328755,1506.1964800000005,10,6,False,False,False,8,8,143,129,12,12,6497.643038,2330.0,436.0,60.0,219.16843599999993,40.0,7.0,0.0,3323.643038,266.16843599999993,0.0,248,96,6,0,2,1245001667,True,,9323.643038,0.0,outward
14,10458.275429,10458.275429,4233.78611,0.0,0.0,6224.489318999999,14,10,True,False,False,0,0,109,107,14,14,8058.275428999999,1965.0,362.0,73.0,0,0,0,0,4458.275428999999,0.0,0.0,186,72,4,0,0,1245001668,True,,10458.275429,0.0,area
14,9640.688846,7448.406795,6292.340385,2192.2820509999992,0.22739890126311826,3348.3484609999987,13,8,False,False,False,36,36,85,80,14,14,7200.688845999999,1985.0,367.0,88.0,1982.2820509999992,180.0,30.0,0.0,3640.688845999999,2192.2820509999992,0.0,186,72,6,2,1,1245001669,True,,9640.688846,0.0,edge
11,8216.439244,1210.092255,383.0,7006.346989,0.8527230325613785,7833.439243999999,11,11,True,True,False,252,252,81,81,11,11,6356.439243999999,1530.0,275.0,55.0,5522.346988999999,1260.0,224.0,0.0,2216.4392439999992,2216.4392439999992,0.0,279,81,0,0,0,1245001670,True,,8216.439244,0.0,cluster
15,13127.510872,13127.510872,8369.621083,0.0,0.0,4757.889789000001,12,7,False,False,False,0,0,115,108,15,15,9490.510872,2275.0,420.0,942.0,0,0,0,0,7127.510872000001,0.0,0.0,155,55,8,289,3,1245001671,True,,13127.510872,0.0,outward
14,9411.470766,8170.228308,3501.001003,1241.2424580000006,0.13188613011306682,5910.469763000001,14,12,True,False,False,24,24,88,85,14,14,7452.470766,1600.0,289.0,70.0,1101.2424580000006,120.0,20.0,0.0,3411.4707660000004,1241.2424580000006,0.0,186,72,2,0,0,1245001672,True,,9411.470766,0.0,area
10,9761.59946,9761.59946,2567.0,0.0,0.0,7194.599459999999,10,6,True,False,False,0,0,121,118,10,10,6922.599459999999,2350.0,439.0,50.0,0,0,0,0,3761.5994599999995,0.0,0.0,310,110,4,0,0,1245001673,True,,9761.59946,0.0,edge
10,10436.050877,10436.050877,7182.423857,0.0,0.0,3253.62702,9,8,False,False,False,0,0,123,121,10,10,7745.050877,1985.0,365.0,341.0,0,0,0,0,4436.050877,0.0,0.0,310,110,2,96,1,1245001674,True,,10436.050877,0.0,cluster
13,9484.667321,8016.804502,7537.499475,1467.8628190000009,0.15476165576730413,1947.1678460000012,9,5,False,False,False,42,42,117,102,13,13,6644.667321000001,2335.0,437.0,68.0,1221.8628190000009,210.0,36.0,0.0,3484.667321000001,1467.8628190000009,0.0,217,84,8,1,4,1245001675,True,,9484.667321,0.0,outward
13,9882.616491,9580.527196,5005.05272,302.0892950000016,0.03056774441010751,4877.563771000001,13,12,True,False,False,7,7,103,102,13,13,7775.616491000001,1725.0,314.0,68.0,261.0892950000016,35.0,6.0,0.0,3882.6164910000007,302.0892950000016,0.0,217,91,1,0,0,1245001676,True,,9882.616491,0.0,area
11,9913.554673,9913.554673,6448.73603,0.0,0.0,3464.8186430000005,10,4,False,False,False,0,0,142,136,11,11,6898.554673000001,2485.0,466.0,64.0,0,0,0,0,3913.5546730000005,0.0,0.0,279,108,7,2,1,1245001677,True,,9913.554673,0.0,edge
13,8612.183756,5609.501975,2028.680703,3002.6817810000002,0.3486550991098012,6583.503053,13,13,True,True,False,84,84,77,77,13,13,6737.183756,1520.0,275.0,80.0,2510.6817810000002,420.0,72.0,0.0,2612.1837560000004,2612.1837560000004,0.0,217,77,0,0,0,1245001678,True,,8612.183756,0.0,cluster
13,9528.379446,8952.487757,8487.771943,575.891689,0.060439625884311156,1040.607503000001,12,10,False,False,False,21,21,114,110,13,13,7046.379446000001,2035.0,376.0,71.0,452.89168900000004,105.0,18.0,0.0,3528.379446000001,575.891689,0.0,217,91,3,2,1,1245001679,True,,9528.379446,0.0,outward
10,10132.419841,10132.419841,5993.850962,0.0,0.0,4138.568879,10,5,True,False,False,0,0,144,140,10,10,7354.419841000001,2295.0,430.0,53.0,0,0,0,0,4132.419841000001,0.0,0.0,310,127,5,1,0,1245001680,True,,10132.419841,0.0,area
12,9016.647527,6623.26808,1649.0,2393.3794469999993,0.2654400584954794,7367.647526999999,12,10,True,False,False,64,64,80,80,12,12,6623.647526999999,1970.0,363.0,60.0,2017.3794469999993,320.0,56.0,0.0,3016.647526999999,2393.3794469999993,0.0,248,80,2,0,0,1245001681,True,,9016.647527,0.0,edge
11,9086.324701,3403.254073,2580.165984,5683.0706279999995,0.6254531744143533,6506.158716999999,11,11,True,True,False,189,189,99,99,11,11,6986.324701,1730.0,315.0,55.0,4570.0706279999995,945.0,168.0,0.0,3086.3247009999995,3086.3247009999995,0.0,279,99,0,0,0,1245001682,True,,9086.324701,0.0,cluster
12,10895.854449,10895.854449,9063.564915,0.0,0.0,1832.2895339999995,7,6,False,False,False,0,0,156,145,12,12,7802.854449,2455.0,458.0,180.0,0,0,0,0,4895.854449,0.0,0.0,248,104,6,40,5,1245001683,True,,10895.854449,0.0,outward
15,9809.428188,9082.869759,3356.452087,726.5584290000006,0.07406735796168108,6452.976101,15,9,True,False,False,10,10,72,70,15,15,7898.428188,1545.0,279.0,87.0,668.5584290000006,50.0,8.0,0.0,3809.428188,726.5584290000006,0.0,155,60,6,4,0,1245001684,True,,9809.428188,0.0,area
13,9581.179032,8114.327172,6694.454736,1466.8518599999998,0.15309721852612176,2886.7242960000003,12,9,False,False,False,35,35,87,84,13,13,6988.179032,2125.0,397.0,71.0,1260.8518599999998,175.0,31.0,0.0,3581.179032,1466.8518599999998,0.0,217,77,4,0,1,1245001685,True,,9581.179032,0.0,edge
15,11449.342489,11449.342489,4624.522725,0.0,0.0,6824.819764000001,15,13,True,False,False,0,0,75,75,15,15,9023.342489,1530.0,272.0,624.0,0,0,0,0,5449.342489000001,0.0,0.0,155,60,2,181,0,1245001686,True,,11449.342489,0.0,cluster
11,9432.001533,9353.063214,8094.109593,78.93831900000077,0.008369201247881177,1337.8919400000004,9,7,False,False,False,9,9,149,135,11,11,6588.001533000001,2350.0,439.0,55.0,25.938319000000774,45.0,8.0,0.0,3432.0015330000006,78.93831900000077,0.0,279,108,4,0,2,1245001687,True,,9432.001533,0.0,outward
14,10210.654683,7458.875906,6976.365734,2751.7787770000004,0.26950071885023325,3234.2889490000007,13,12,False,False,False,54,54,89,87,14,14,8221.654683,1620.0,296.0,73.0,2436.7787770000004,270.0,45.0,0.0,4210.654683000001,2751.7787770000004,0.0,186,84,2,0,1,1245001688,True,,10210.654683,0.0,area
16,7103.991674,7103.991674,5285.171792,0.0,0.0,1818.8198819999998,16,11,True,False,False,0,0,5,4,16,16,5387.991674,1300.0,240.0,176.0,0,0,0,0,1103.9916739999999,0.0,0.0,69,0,5,16,0,1245001689,True,,7103.991674,0.0,edge
14,8238.825952,8033.503171,6806.501932,205.32278099999894,0.02492136406281968,1432.324019999999,13,13,False,False,False,6,6,62,60,14,14,6623.825951999999,1300.0,230.0,85.0,170.32278099999894,30.0,5.0,0.0,2238.8259519999992,205.32278099999894,0.0,186,54,1,5,1,1245001690,True,,8238.825952,0.0,cluster
14,9598.81297,9598.81297,8354.881401,0.0,0.0,1243.9315690000003,12,10,False,False,False,0,0,85,80,14,14,7266.812970000001,1910.0,352.0,70.0,0,0,0,0,3598.812970000001,0.0,0.0,186,66,4,0,2,1245001691,True,,9598.81297,0.0,outward
15,9908.787671,9908.787671,1961.0,0.0,0.0,7947.787671,15,13,True,False,False,0,0,82,79,15,15,7836.787671,1690.0,307.0,75.0,0,0,0,0,3908.787671,0.0,0.0,155,60,2,0,0,1245001692,True,,9908.787671,0.0,area
16,9420.069258,9420.069258,5163.885833,0.0,0.0,4256.183424999999,16,8,True,False,False,0,0,25,22,16,16,6856.0692579999995,1745.0,322.0,497.0,0,0,0,0,3420.0692579999995,0.0,0.0,67,0,8,137,0,1245001693,True,,9420.069258,0.0,edge
11,8805.876646,2736.035817,792.762583,6069.840829000001,0.6892943284365876,8013.114063000001,11,11,True,True,False,207,207,99,99,11,11,6843.876646000001,1615.0,292.0,55.0,4850.840829000001,1035.0,184.0,0.0,2805.8766460000006,2805.8766460000006,0.0,279,99,0,0,0,1245001694,True,,8805.876646,0.0,cluster
15,13128.041213,13128.041213,7478.097989,0.0,0.0,5649.943224000001,10,7,False,False,False,0,0,156,143,15,15,9473.041213,2405.0,446.0,804.0,0,0,0,0,7128.041213,0.0,0.0,155,65,8,242,5,1245001695,True,,13128.041213,0.0,outward
16,4937.839252,4937.839252,3179.436209,0.0,0.0,1758.4030429999998,16,16,True,True,False,0,0,0,0,16,16,3858.8392519999998,815.0,154.0,110.0,0,0,0,0,0.0,0.0,0.0,34,0,0,0,0,1245001696,True,,4937.839252,0.0,area
16,10737.527914,10737.527914,6367.705968,0.0,0.0,4369.821946,15,11,False,False,False,0,0,32,30,16,16,8071.527914,1715.0,310.0,641.0,0,0,0,0,4737.527914,0.0,0.0,85,5,5,186,1,1245001697,True,,10737.527914,0.0,edge
12,8524.60774,1672.297893,359.0,6852.3098469999995,0.8038269977921588,8165.6077399999995,12,12,True,True,False,216,216,72,72,12,12,6766.6077399999995,1435.0,257.0,66.0,5583.3098469999995,1080.0,189.0,0.0,2524.6077399999995,2524.6077399999995,0.0,248,72,0,0,0,1245001698,True,,8524.60774,0.0,cluster
16,10277.074306,10277.074306,7937.524707,0.0,0.0,2339.549599000001,13,6,False,False,False,0,0,81,70,16,16,7371.074306,2185.0,407.0,314.0,0,0,0,0,4277.074306,0.0,0.0,100,21,10,76,3,1245001699,True,,10277.074306,0.0,outward
13,9801.116673,9801.116673,3575.321482,0.0,0.0,6225.795191000001,13,11,True,False,False,0,0,91,91,13,13,7770.116673,1645.0,297.0,89.0,0,0,0,0,3801.1166730000004,0.0,0.0,217,77,2,5,0,1245001700,True,,9801.116673,0.0,area
