model,seed,N,C,completion,virtual_time_s,time_per_clear_s,macro_steps,error
candidate,419000126,12,12,True,2501.100456,208.425038,25,
candidate,419000127,14,14,True,3524.442497,251.74589264285714,36,
candidate,419000128,11,11,True,3293.645412,299.42231018181815,24,
candidate,419000129,15,15,True,3897.027702,259.80184679999996,41,
candidate,419000130,13,13,True,2652.769584,204.0591987692308,29,
candidate,419000131,13,13,True,3505.760796,269.6739073846154,39,
candidate,419000132,14,14,True,3973.973418,283.85524414285715,28,
candidate,419000133,12,12,True,3722.170432,310.1808693333333,32,
candidate,419000134,10,10,True,2400.551543,240.0551543,19,
candidate,419000135,12,12,True,3806.410778,317.20089816666666,30,
candidate,419000136,14,14,True,4065.231197,290.37365692857145,33,
candidate,419000137,10,10,True,3344.697465,334.46974650000004,27,
candidate,419000138,13,13,True,2618.334988,201.4103836923077,24,
candidate,419000139,10,10,True,3273.633952,327.3633952,30,
candidate,419000140,14,14,True,3755.973414,268.2838152857143,29,
candidate,419000141,12,12,True,3707.23537,308.93628083333334,31,
candidate,419000142,10,10,True,2653.417388,265.3417388,24,
candidate,419000143,10,10,True,3271.531612,327.1531612,31,
candidate,419000144,12,12,True,3377.058362,281.4215301666667,28,
candidate,419000145,11,11,True,3622.991411,329.3628555454545,31,
candidate,419000146,13,13,True,2304.186931,177.24514853846156,22,
candidate,419000147,13,13,True,3553.317658,273.3321275384615,38,
candidate,419000148,12,12,True,3869.270148,322.439179,28,
candidate,419000149,12,12,True,3253.472892,271.12274099999996,32,
candidate,419000150,14,14,True,2344.404235,167.45744535714286,31,
candidate,419000151,16,16,True,4670.392041,291.8995025625,41,
candidate,419000152,15,15,True,3701.289887,246.75265913333334,25,
candidate,419000153,11,11,True,3650.528659,331.8662417272727,31,
candidate,419000154,13,13,True,2687.938413,206.7644933076923,27,
candidate,419000155,10,10,True,3178.263213,317.8263213,30,
candidate,419000156,16,16,True,4018.26184,251.141365,32,
candidate,419000157,12,12,True,3502.893708,291.907809,32,
candidate,419000158,14,14,True,2254.14174,161.01012428571428,22,
candidate,419000159,13,13,True,3453.07377,265.6210592307692,36,
candidate,419000160,14,14,True,3815.390833,272.5279166428571,31,
candidate,419000161,16,16,True,3474.32938,217.14558625,39,
candidate,419000162,11,11,True,2692.370768,244.76097890909094,25,
candidate,419000163,13,13,True,3972.436918,305.57207061538463,34,
candidate,419000164,15,15,True,3280.178431,218.67856206666664,27,
candidate,419000165,13,13,True,3867.366114,297.4897010769231,37,
candidate,419000166,13,13,True,2392.034966,184.0026896923077,25,
candidate,419000167,11,11,True,3036.645144,276.05864945454545,29,
candidate,419000168,12,12,True,3128.175651,260.68130425,26,
candidate,419000169,15,15,True,4190.816322,279.3877548,39,
candidate,419000170,10,10,True,2454.69196,245.469196,18,
candidate,419000171,10,10,True,3374.911821,337.4911821,29,
candidate,419000172,16,16,True,3525.343364,220.33396025,33,
candidate,419000173,10,10,True,3347.488593,334.7488593,30,
candidate,419000174,15,15,True,2445.091498,163.00609986666666,27,
candidate,419000175,16,16,True,3531.605278,220.725329875,40,
candidate,419000176,14,14,True,3793.536018,270.9668584285714,29,
candidate,419000177,16,16,True,4204.512256,262.782016,41,
candidate,419000178,15,15,True,2540.697723,169.37984820000003,26,
candidate,419000179,10,10,True,3025.022774,302.5022774,26,
candidate,419000180,12,12,True,3637.675603,303.13963358333336,30,
candidate,419000181,10,10,True,3240.957492,324.0957492,29,
candidate,419000182,13,13,True,2493.202191,191.7847839230769,21,
candidate,419000183,13,13,True,3651.447292,280.8805609230769,34,
candidate,419000184,13,13,True,3743.327628,287.9482790769231,28,
candidate,419000185,13,13,True,3452.298892,265.5614532307692,35,
candidate,419000186,11,11,True,2781.439102,252.85810018181817,25,
candidate,419000187,11,11,True,3706.25927,336.9326609090909,30,
candidate,419000188,15,15,True,3430.773032,228.71820213333334,26,
candidate,419000189,13,13,True,4012.947349,308.6882576153846,34,
candidate,419000190,15,15,True,2325.953318,155.06355453333333,24,
candidate,419000191,15,15,True,3558.60404,237.24026933333334,38,
candidate,419000192,12,12,True,3174.330933,264.52757775000003,28,
candidate,419000193,13,13,True,3515.670321,270.43617853846155,34,
candidate,419000194,10,10,True,2344.048546,234.4048546,19,
candidate,419000195,16,16,True,3633.594285,227.0996428125,44,
candidate,419000196,15,15,True,3927.836534,261.8557689333333,34,
candidate,419000197,14,14,True,3394.000883,242.42863450000002,34,
candidate,419000198,13,13,True,3374.023406,259.540262,24,
candidate,419000199,12,12,True,3492.052722,291.0043935,34,
candidate,419000200,16,16,True,3155.395054,197.212190875,30,
candidate,419000201,10,10,True,3565.750403,356.5750403,29,
candidate,419000202,16,16,True,2734.84185,170.927615625,37,
candidate,419000203,16,16,True,3494.822439,218.4264024375,44,
candidate,419000204,15,15,True,2923.813101,194.9208734,28,
candidate,419000205,11,11,True,4038.667506,367.15159145454544,30,
candidate,419000206,10,10,True,2157.872723,215.78727229999998,18,
candidate,419000207,12,12,True,4243.601019,353.63341825,33,
candidate,419000208,12,12,True,3276.117271,273.00977258333336,27,
candidate,419000209,16,16,True,3802.097983,237.6311239375,42,
candidate,419000210,14,14,True,2415.99785,172.571275,30,
candidate,419000211,14,14,True,4094.645369,292.4746692142857,36,
candidate,419000212,15,15,True,3362.463843,224.1642562,26,
candidate,419000213,16,16,True,4027.53046,251.72065375,41,
candidate,419000214,10,10,True,2461.220763,246.12207629999997,22,
candidate,419000215,12,12,True,3393.011941,282.75099508333335,36,
candidate,419000216,11,11,True,3448.472937,313.49753972727274,25,
candidate,419000217,12,12,True,3490.095943,290.84132858333334,32,
candidate,419000218,14,14,True,2517.373731,179.81240935714285,22,
candidate,419000219,15,15,True,3917.253063,261.1502042,40,
candidate,419000220,13,13,True,3901.827538,300.14057984615386,30,
candidate,419000221,15,15,True,4058.967988,270.59786586666667,40,
candidate,419000222,13,13,True,2463.595531,189.50734853846154,26,
candidate,419000223,13,13,True,4116.518548,316.65527292307695,34,
candidate,419000224,14,14,True,3322.14253,237.295895,25,
candidate,419000225,12,12,True,3589.793434,299.1494528333333,33,
candidate,419000226,14,14,True,2290.148765,163.58205464285714,25,
candidate,419000227,16,16,True,3814.209979,238.3881236875,45,
candidate,419000228,15,15,True,3383.861972,225.59079813333335,28,
candidate,419000229,15,15,True,3802.288637,253.48590913333334,38,
candidate,419000230,13,13,True,2296.518838,176.65529523076924,21,
candidate,419000231,16,16,True,3712.044031,232.0027519375,41,
candidate,419000232,11,11,True,3801.124042,345.55673109090907,27,
candidate,419000233,11,11,True,3485.768695,316.8880631818182,30,
candidate,419000234,12,12,True,2376.565829,198.04715241666668,24,
candidate,419000235,13,13,True,3887.194973,299.0149979230769,34,
candidate,419000236,14,14,True,2980.263668,212.8759762857143,28,
candidate,419000237,13,13,True,3672.355983,282.4889217692308,34,
candidate,419000238,11,11,True,3046.102236,276.9183850909091,26,
candidate,419000239,12,12,True,3496.144524,291.345377,35,
candidate,419000240,10,10,True,3245.643363,324.56433630000004,25,
candidate,419000241,16,16,True,3836.888661,239.8055413125,40,
candidate,419000242,13,13,True,2544.133636,195.70258738461538,23,
candidate,419000243,15,15,True,3946.19321,263.0795473333333,39,
candidate,419000244,11,11,True,3273.052363,297.5502148181818,26,
candidate,419000245,12,12,True,3540.72466,295.0603883333333,36,
candidate,419000246,12,12,True,2586.486285,215.54052375,25,
candidate,419000247,16,16,True,3619.265593,226.2040995625,40,
candidate,419000248,16,16,True,2800.920217,175.0575135625,28,
candidate,419000249,12,12,True,3544.197871,295.3498225833333,33,
candidate,419000250,12,12,True,2835.210083,236.26750691666666,28,
candidate,419000251,15,15,True,3636.991153,242.46607686666667,41,
candidate,419000252,12,12,True,2954.130216,246.177518,24,
candidate,419000253,12,12,True,4283.05963,356.9216358333333,33,
candidate,419000254,12,12,True,2563.187554,213.59896283333333,21,
candidate,419000255,14,14,True,3407.512692,243.3937637142857,39,
candidate,419000256,12,12,True,3309.960219,275.83001825,30,
candidate,419000257,10,10,True,3294.847491,329.4847491,28,
candidate,419000258,14,14,True,2385.486824,170.391916,26,
candidate,419000259,10,10,True,3730.652066,373.0652066,28,
candidate,419000260,12,12,True,3209.056562,267.42138016666667,26,
candidate,419000261,12,12,True,3721.985019,310.16541825,34,
candidate,419000262,12,12,True,2987.722844,248.97690366666666,31,
candidate,419000263,13,13,True,3470.660132,266.9738563076923,39,
candidate,419000264,13,13,True,3398.314173,261.40878253846154,27,
candidate,419000265,10,10,True,3661.590316,366.1590316,29,
candidate,419000266,12,12,True,2580.245193,215.02043275000003,26,
candidate,419000267,10,10,True,3421.747725,342.1747725,29,
candidate,419000268,16,16,True,3805.101217,237.8188260625,35,
candidate,419000269,11,11,True,3258.634764,296.239524,31,
candidate,419000270,12,12,True,2934.7555,244.56295833333334,24,
candidate,419000271,12,12,True,3845.261115,320.43842624999996,32,
candidate,419000272,12,12,True,3550.329473,295.86078941666665,24,
candidate,419000273,16,16,True,3891.495194,243.218449625,41,
candidate,419000274,15,15,True,2577.36962,171.82464133333332,31,
candidate,419000275,12,12,True,3197.132778,266.4277315,34,
candidate,419000276,16,16,True,3825.560979,239.0975611875,32,
candidate,419000277,13,13,True,3580.557422,275.42749399999997,35,
candidate,419000278,16,16,True,1749.836249,109.3647655625,23,
candidate,419000279,14,14,True,3812.085071,272.2917907857143,38,
candidate,419000280,12,12,True,3322.663252,276.8886043333333,28,
candidate,419000281,12,12,True,3549.481621,295.7901350833333,32,
candidate,419000282,12,12,True,2534.420808,211.201734,24,
candidate,419000283,10,10,True,3349.966673,334.9966673,28,
candidate,419000284,15,15,True,3185.479542,212.3653028,29,
candidate,419000285,16,16,True,4053.684896,253.355306,45,
candidate,419000286,15,15,True,2710.541736,180.70278240000002,30,
candidate,419000287,15,15,True,3639.435792,242.6290528,41,
candidate,419000288,13,13,True,2822.794104,217.138008,24,
candidate,419000289,15,15,True,4068.077507,271.2051671333333,40,
candidate,419000290,10,10,True,2546.542828,254.6542828,23,
candidate,419000291,12,12,True,4344.509482,362.04245683333335,34,
candidate,419000292,14,14,True,3310.521195,236.46579964285712,31,
candidate,419000293,10,10,True,3186.674839,318.6674839,31,
candidate,419000294,11,11,True,2373.841286,215.80375327272725,19,
candidate,419000295,16,16,True,4480.74774,280.04673375,40,
candidate,419000296,13,13,True,3045.569424,234.27457107692305,24,
candidate,419000297,13,13,True,3739.163159,287.6279353076923,34,
candidate,419000298,14,14,True,2663.855653,190.2754037857143,30,
candidate,419000299,14,14,True,3452.704889,246.6217777857143,37,
candidate,419000300,14,14,True,3628.121961,259.1515686428571,32,
candidate,419000301,12,12,True,3849.449434,320.78745283333336,30,
candidate,419000302,12,12,True,2527.073516,210.58945966666667,25,
candidate,419000303,16,16,True,3598.919206,224.932450375,43,
candidate,419000304,15,15,True,3685.510517,245.70070113333335,35,
candidate,419000305,12,12,True,3437.257642,286.4381368333333,34,
candidate,419000306,14,14,True,2507.51525,179.10823214285713,27,
candidate,419000307,14,14,True,3595.870039,256.84785992857144,36,
candidate,419000308,14,14,True,3355.664001,239.69028578571428,26,
candidate,419000309,13,13,True,4012.956209,308.68893915384615,34,
candidate,419000310,16,16,True,2341.602288,146.350143,32,
candidate,419000311,10,10,True,3388.047459,338.8047459,29,
candidate,419000312,12,12,True,3024.970623,252.08088525000002,25,
candidate,419000313,11,11,True,3822.884236,347.53493054545453,30,
candidate,419000314,15,15,True,2189.792314,145.98615426666666,23,
candidate,419000315,16,16,True,3663.242185,228.9526365625,41,
candidate,419000316,14,14,True,3488.441223,249.17437307142856,31,
candidate,419000317,10,10,True,3334.767072,333.4767072,32,
candidate,419000318,15,15,True,2457.434233,163.82894886666665,25,
candidate,419000319,13,13,True,3789.993426,291.53795584615386,35,
candidate,419000320,13,13,True,3095.671132,238.1285486153846,27,
candidate,419000321,15,15,True,3953.850598,263.59003986666664,41,
candidate,419000322,12,12,True,2630.013619,219.16780158333333,28,
candidate,419000323,11,11,True,3170.059909,288.18726445454547,30,
candidate,419000324,14,14,True,3502.42949,250.173535,31,
candidate,419000325,11,11,True,3657.107399,332.464309,30,
candidate,419000326,10,10,True,2250.170882,225.0170882,18,
candidate,419000327,11,11,True,3571.779656,324.70724145454545,31,
candidate,419000328,16,16,True,3828.140055,239.2587534375,32,
candidate,419000329,15,15,True,3849.397601,256.6265067333333,43,
candidate,419000330,10,10,True,2397.237299,239.7237299,20,
candidate,419000331,11,11,True,4178.773457,379.8884960909091,30,
candidate,419000332,15,15,True,3176.475226,211.76501506666668,26,
candidate,419000333,13,13,True,3783.079724,291.0061326153846,36,
candidate,419000334,16,16,True,1639.988972,102.49931075,31,
candidate,419000335,12,12,True,3263.626474,271.96887283333336,34,
candidate,419000336,12,12,True,3167.372701,263.9477250833333,25,
candidate,419000337,14,14,True,3933.869251,280.9906607857143,36,
candidate,419000338,16,16,True,1422.735618,88.920976125,25,
candidate,419000339,10,10,True,3558.218386,355.8218386,29,
candidate,419000340,10,10,True,3279.316997,327.93169969999997,24,
candidate,419000341,14,14,True,3687.224644,263.37318885714285,39,
candidate,419000342,16,16,True,1580.220523,98.7637826875,27,
candidate,419000343,15,15,True,3467.075291,231.13835273333333,38,
candidate,419000344,11,11,True,2895.195209,263.19956445454545,23,
candidate,419000345,16,16,True,3271.227847,204.4517404375,41,
candidate,419000346,11,11,True,2371.450018,215.58636527272728,23,
candidate,419000347,10,10,True,3116.454214,311.6454214,28,
candidate,419000348,12,12,True,3011.637493,250.96979108333335,25,
candidate,419000349,14,14,True,4032.338494,288.0241781428571,36,
candidate,419000350,14,14,True,2350.943045,167.92450321428572,25,
candidate,419000351,16,16,True,3433.043748,214.56523425,43,
candidate,419000352,11,11,True,3347.644622,304.33132927272726,27,
candidate,419000353,13,13,True,3263.037792,251.0029070769231,41,
candidate,419000354,10,10,True,2288.771525,228.87715250000002,18,
candidate,419000355,15,15,True,3761.084868,250.7389912,38,
candidate,419000356,10,10,True,2795.796851,279.5796851,22,
candidate,419000357,10,10,True,3304.641607,330.4641607,28,
candidate,419000358,10,10,True,2424.006335,242.4006335,20,
candidate,419000359,15,15,True,3590.547965,239.36986433333334,38,
candidate,419000360,15,15,True,2974.842628,198.32284186666666,29,
candidate,419000361,14,14,True,3974.288066,283.877719,36,
candidate,419000362,15,15,True,2547.360117,169.8240078,36,
candidate,419000363,15,15,True,3528.385908,235.22572720000002,39,
candidate,419000364,11,11,True,3405.499203,309.59083663636363,27,
candidate,419000365,14,14,True,3488.4345,249.17389285714285,37,
candidate,419000366,15,15,True,2374.113841,158.27425606666665,26,
candidate,419000367,12,12,True,4180.791665,348.39930541666666,34,
candidate,419000368,13,13,True,3237.434425,249.0334173076923,26,
candidate,419000369,16,16,True,3947.537992,246.7211245,42,
candidate,419000370,10,10,True,2680.494435,268.0494435,20,
candidate,419000371,15,15,True,3530.178474,235.34523159999998,42,
candidate,419000372,11,11,True,3434.770494,312.25186309090907,25,
candidate,419000373,15,15,True,3899.15901,259.943934,38,
candidate,419000374,12,12,True,2212.520792,184.37673266666664,21,
candidate,419000375,14,14,True,3539.518549,252.8227535,37,
candidate,419000376,11,11,True,3122.974748,283.90679527272727,26,
candidate,419000377,16,16,True,3549.953142,221.872071375,40,
candidate,419000378,11,11,True,2302.858991,209.35081736363637,22,
candidate,419000379,10,10,True,3548.444109,354.8444109,29,
candidate,419000380,16,16,True,3098.778984,193.6736865,32,
candidate,419000381,12,12,True,3258.511648,271.54263733333335,34,
